anime_id,name,genre,type,episodes,rating,members,sentiment
31868,Bug tte Honey: Megarom Shoujo Mai 4622,"Adventure, Comedy",Movie,1,6.0,58,Neutral
16786,Bulsajo Robot Phoenix King,"Action, Mecha, Shounen, Space",Movie,1,3.11,133,Negative
24881,Bunbuku Chagama,Kids,Movie,1,7.1,88,Positive
29921,Bunbuku Chagama (1958),,Movie,1,5.52,86,Neutral
32760,Bungaku Shounen no Yuuutsu,"Drama, Music",Music,1,6.3,37,Neutral
23611,Bunna yo Ki kara Orite Koi,"Adventure, Kids",Movie,1,6.25,53,Neutral
29743,Buonomo,Slice of Life,ONA,13,6.0,48,Neutral
9177,Burning Blood,"Shounen, Sports",OVA,3,6.33,257,Neutral
10245,Burning Village,"Fantasy, Horror",OVA,10,5.83,108,Neutral
32237,Burutabu-chan,"Comedy, Fantasy, Magic",TV,Unknown,5.0,37,Neutral
29742,Butazuka,Slice of Life,ONA,13,5.2,44,Neutral
6671,Byeolnala Samchongsa,"Adventure, Sci-Fi",Movie,1,5.07,151,Neutral
9447,Byulbyul Iyagi 2,"Drama, Psychological",Movie,6,5.86,122,Neutral
33863,Cakes,Comedy,ONA,Unknown,2.58,56,Negative
32738,Calbee Hitokuchi Gekijou,"Comedy, Slice of Life",Special,18,4.38,46,Neutral
27915,Captain,"Shounen, Sports",Special,1,6.44,93,Neutral
9905,Captain (TV),"Shounen, Sports",TV,26,6.46,208,Neutral
18759,Captain the Movie,"Shounen, Sports",Movie,1,6.41,106,Neutral
23721,Carino Coni,"Fantasy, Kids",TV,26,6.93,99,Neutral
32345,Celebration and Chorale,Music,Movie,1,5.28,93,Neutral
33344,Cello Hiki no Gauche,"Fantasy, Kids, Music",Movie,1,4.21,72,Neutral
26303,Cello Hiki no Gauche (OVA),"Drama, Fantasy, Music",OVA,1,5.88,163,Neutral
33728,Chain Chronicle: Haecceitas no Hikari Part 1,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,6.67,5589,Neutral
18071,Chalk-iro no People,"Romance, Seinen",OVA,1,5.29,92,Neutral
7803,Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,Kids,OVA,1,5.86,176,Neutral
23185,Chamebou Kuukijuu no Maki,Comedy,Movie,1,8.4,66,Positive
23187,Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,Comedy,Movie,1,6.0,72,Neutral
30267,Chan Shuo A Kuan,"Comedy, Slice of Life",Movie,1,5.5,41,Neutral
29655,Chanda Gou,,Movie,1,4.42,91,Neutral
21025,Chang,"Drama, Military, Thriller",Movie,1,6.33,248,Neutral
29821,Channel 5.5,"Comedy, Parody",ONA,4,5.32,196,Neutral
29861,Channel 5.5 3rd Season Prologue,Comedy,ONA,1,4.91,155,Neutral
29820,Channel 5.5 4th Season,"Comedy, Parody",ONA,4,5.13,191,Neutral
29862,Channel 5.5 4th Season Prologue,Comedy,ONA,1,4.81,157,Neutral
29860,Channel 5.5 Prologue: Shin Bangumi Start!,Comedy,ONA,1,4.71,135,Neutral
33703,Chao Shen Youxi,"Action, Fantasy, Game",ONA,25,6.5,34,Neutral
30959,Charamaru-kun to Dokumaru-kun,"Kids, Super Power",OVA,1,7.4,36,Positive
30228,Chel-in sacheon-wang,"Action, Sci-Fi",Movie,1,4.43,47,Neutral
9868,Chengyu Donghua Lang,"Historical, Kids",TV,180,6.04,144,Neutral
16558,Cheol-in 007,"Action, Mecha, Sci-Fi",Movie,1,4.27,101,Neutral
17893,Cheonbangjichuk Hani,"Comedy, Drama, School, Sports",TV,13,6.78,149,Neutral
18271,Cheorin Samchongsa,"Action, Mecha, Sci-Fi, Shounen, Space",Movie,1,4.0,114,Neutral
26237,Cherry Blossom,"Drama, Kids",OVA,1,5.5,66,Neutral
9903,"Chi Dor Dor, Chi Dor Dor",Kids,TV,15,5.77,87,Neutral
8025,Chi-Sui Maru,Comedy,TV,41,5.63,185,Neutral
11733,Chi-Sui Maru 2nd Season,Comedy,TV,34,5.08,114,Neutral
11731,Chi-Sui Maru Specials,Comedy,Special,2,5.33,94,Neutral
31202,Chibi Maruko-chan Movie: Italia kara Kita Shounen,"Comedy, Kids, School, Slice of Life",Movie,1,6.8,206,Neutral
27855,Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,Kids,OVA,1,5.71,57,Neutral
17657,Chibi Neko Tomu no Daibouken: Chikyuu wo Sukue! Nakama-tachi,"Adventure, Kids",Special,1,6.4,76,Neutral
8501,Chibikko Kaijuu Yadamon,"Comedy, Kids, Supernatural",TV,26,6.36,133,Neutral
24923,Chibikko Kamu no Bouken,"Adventure, Kids",Movie,1,7.25,55,Positive
29947,Chibikuro Sambo no Tora Taiji,Kids,Movie,1,5.8,57,Neutral
29948,Chibikuro Sambo to Futago no Otouto,Kids,Movie,1,6.0,54,Neutral
32417,Chibinacs,Comedy,TV,25,5.5,39,Neutral
32418,Chibinacs 2.0,Comedy,TV,25,4.33,36,Neutral
32419,Chibinacs 3,Comedy,TV,25,4.43,36,Neutral
33862,Chichi Kaeru,Drama,ONA,1,4.56,41,Neutral
31129,Chichi to Ko,Drama,Special,1,6.0,45,Neutral
33859,Chicken Papa,Comedy,ONA,1,3.0,45,Negative
9383,Chie-chan Funsenki: Jarinko Chie,"Comedy, Drama, Slice of Life",TV,39,7.83,147,Positive
31236,Chieri to Cherry,"Adventure, Fantasy, Shoujo",Movie,1,6.0,180,Neutral
30060,Chii Jiaan Chuaanqii,"Action, Adventure, Fantasy",TV,26,5.33,56,Neutral
33831,Chii-chan no Kageokuri,"Drama, Historical",OVA,1,4.5,25,Neutral
29385,Chii-chan to Hige Ojisan,"Kids, Slice of Life",TV,10,5.8,49,Neutral
24883,Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,"Fantasy, Kids, Military",Special,1,7.2,65,Positive
29792,Chiisana Itsutsu no Ohanashi,Kids,Movie,1,4.78,93,Neutral
30164,Chiisana Kinomi,"Kids, Music",Music,1,4.42,86,Neutral
25033,Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,"Romance, Shoujo, Slice of Life",Special,1,7.0,84,Positive
24269,Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,"Action, Adventure, Mecha, Sci-Fi, Shounen, Super Power",Movie,1,4.69,93,Neutral
19177,Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,"Drama, Music, School",Special,1,5.57,90,Neutral
29135,Chiisana Teien,"Adventure, Fantasy",Movie,1,5.91,151,Neutral
29793,Chikara Bashi,Kids,Movie,1,4.59,103,Neutral
7354,Chikara to Onna no Yo no Naka,Historical,Movie,1,5.31,175,Neutral
22755,Chikasugi Idol Akae-chan,"Comedy, Game, Parody",TV,12,4.28,112,Neutral
16303,Chikkun Takkun,"Comedy, Sci-Fi",TV,23,6.0,103,Neutral
8563,Chikyuu Monogatari Telepath 2500,"Adventure, Drama, Sci-Fi",Movie,1,5.52,254,Neutral
14623,Chikyuu SOS Sore Ike Kororin,"Action, Comedy, Kids, Sci-Fi",TV,26,5.78,87,Neutral
30634,Chikyuu wo Mitsumete,"Sci-Fi, Space",Movie,1,5.2,70,Neutral
17457,Chingou Muchabee,"Adventure, Comedy",TV,26,6.75,80,Neutral
5908,Chinpui,Comedy,TV,56,6.15,222,Neutral
10039,Chinpui Specials,Comedy,Special,2,5.7,87,Neutral
10040,Chinpui: Eri-sama Katsudou Daishashin,Comedy,Movie,1,6.0,107,Neutral
6687,Chinyuuki: Tarou to Yukai na Nakama-tachi,Comedy,OVA,3,6.0,186,Neutral
17689,Chironup no Kitsune,Drama,Movie,1,7.48,196,Positive
33262,Chobitto Zukan,"Fantasy, Kids",TV,52,4.5,63,Neutral
33526,Choco to Watashi,"Kids, Music",Music,1,6.0,40,Neutral
31246,Choegang Habche: Mix Master,"Adventure, Fantasy",TV,39,6.79,168,Neutral
31211,Choegang Top Plate,"Action, Comedy, Kids, Sports",TV,26,7.2,86,Positive
16041,Chogattai Majutsu Robot Ginguiser Specials,"Adventure, Mecha, Sci-Fi",Special,2,5.77,111,Neutral
23191,Chokin no Susume,Comedy,Movie,1,6.0,71,Neutral
34259,Chotto Ugoku!? &quot;Futeneko&quot;,Comedy,OVA,1,6.0,17,Neutral
31749,Chou Kidougai-ku: Kashiwa-no-Ha,Mecha,ONA,3,4.86,475,Neutral
6636,Chou Kousoku Galvion,"Action, Mecha, Military, Police",TV,22,6.32,364,Neutral
21433,Chou Zenmairobo: Patrasche,"Comedy, Historical, Mecha, Parody, Sci-Fi",TV,13,4.52,178,Neutral
21545,Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",OVA,2,6.44,92,Neutral
23511,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,"Action, Comedy, Game, Kids",TV,32,5.72,162,Neutral
32218,Choujikuu Seiki Orguss Memorial,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,2,6.43,64,Neutral
17002,Choujuu Kishin Dancougar: Juusenki-tai Songs,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.0,143,Neutral
30571,Chouon Senshi Borgman: Madnight☆Gigs!,"Action, Demons, Music, Sci-Fi, Shounen",OVA,1,4.82,102,Neutral
8853,Chouriki Robo Galatt,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,25,6.62,168,Neutral
24927,Chuuchuu Banban,"Adventure, Kids",Movie,1,6.5,61,Neutral
31690,Chuugakusei,Comedy,OVA,2,5.0,52,Neutral
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,"Comedy, Drama, Police, Romance",OVA,1,6.05,116,Neutral
34409,Chuuko Video-ya no Onna Tenin X,"Comedy, Shounen",ONA,1,5.75,75,Neutral
28829,Cinterrier-jou no Hanamuko,"Comedy, Fantasy, Kids",Movie,1,3.62,117,Negative
32762,Circles,Music,Music,1,4.79,34,Neutral
10967,Circuit no Ookami II: Modena no Ken,"Cars, Seinen",OVA,1,5.48,165,Neutral
30818,City Hunter: Ryou no Propose,"Action, Comedy, Mystery, Police",OVA,1,6.8,1070,Neutral
25969,Clock,Dementia,Special,1,4.04,84,Neutral
19695,Clover 4/3,"Drama, School",ONA,24,7.43,163,Positive
32944,CoCO &amp; NiCO,"Comedy, Kids",TV,39,4.53,318,Neutral
13501,Cofun Gal no Coffy,"Comedy, Historical, Parody",ONA,10,4.45,75,Neutral
13503,Cofun Gal no Coffy (TV),"Comedy, Parody",TV,12,6.9,77,Neutral
13505,Cofun Gal no Coffy Campus Life,Comedy,TV,11,5.78,78,Neutral
13511,Cofun Gal no Coffy: Cofunderella,Comedy,Movie,1,5.0,64,Neutral
13509,Cofun Gal no Coffy: Juuninin to Ikareru Kofun-tachi,Comedy,Movie,1,4.29,66,Neutral
13507,Cofun Gal no Coffy: Okehazama no Tatakai,"Comedy, Historical, Parody",Movie,1,5.13,66,Neutral
30923,Colorful Ninja Iromaki,Fantasy,Movie,1,6.0,442,Neutral
32628,Columbus no Daibouken,Historical,OVA,1,6.5,35,Neutral
16794,Computer Haekjeonham Pokpa Daejakjeon,"Action, Sci-Fi, Shounen",Movie,1,4.22,119,Neutral
30247,Congming de Yixiu Zhi Fan Dou Gongzhu,"Comedy, Historical, Kids",Movie,1,5.63,81,Neutral
25985,Contact,"Comedy, Kids, Sci-Fi",Special,1,5.0,102,Neutral
25977,Contact 2,"Comedy, Kids, Sci-Fi",Special,1,5.58,101,Neutral
29749,Convenience Store Senki Purin-tai,Comedy,ONA,8,4.48,59,Neutral
24901,Cook no Polka,"Kids, Music",Music,1,3.43,102,Negative
30050,Cooking Papa Christmas Special,"Comedy, Slice of Life",Special,1,6.0,66,Neutral
32630,Coral no Tanken,"Adventure, Kids, Music",TV,50,6.14,54,Neutral
5990,Cosmic Fantasy: Ginga Me Hyou no Wana,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance, Sci-Fi, Space",OVA,1,5.98,226,Neutral
29711,Countdown,Dementia,Movie,1,4.25,62,Neutral
26235,Crayon no Hoshi,"Drama, Kids",OVA,1,5.0,47,Neutral
33661,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,"Comedy, Ecchi, Kids, Sci-Fi, Space",ONA,13,6.83,429,Neutral
31978,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,"Comedy, Kids, Shounen",Movie,1,7.3,320,Positive
30955,Crazy Monkey,Ecchi,Movie,1,4.81,92,Neutral
33534,Curly,Comedy,ONA,1,4.7,54,Neutral
33685,Cyborg 009: Call of Justice 1,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4.5,721,Neutral
33686,Cyborg 009: Call of Justice 2,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,5.67,377,Neutral
33687,Cyborg 009: Call of Justice 3,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4.33,377,Neutral
7956,Cybot Robocchi,"Comedy, Sci-Fi",TV,39,6.19,162,Neutral
6760,Cynical Hysterie Hour: Henshin!,Comedy,Movie,1,5.23,105,Neutral
6759,Cynical Hysterie Hour: Trip Coaster,"Comedy, Slice of Life",Movie,1,5.96,110,Neutral
6762,Cynical Hysterie Hour: Utakata no Uta,Comedy,Movie,1,6.15,126,Neutral
6761,Cynical Hysterie Hour: Yoru wa Tanoshii,Comedy,Movie,1,5.59,102,Neutral
19905,"Dai-chan, Daisuki.","Drama, School, Slice of Life",Movie,1,6.13,91,Neutral
25081,Daisougen no Chiisana Tenshi Bush Baby Specials,"Adventure, Drama",Special,2,5.27,84,Neutral
22329,Daisougen to Hakuba,"Adventure, Historical",OVA,1,6.83,79,Neutral
29469,Daisuki! Nendomama,"Fantasy, Kids, Slice of Life",TV,9,5.75,50,Neutral
18007,Dalam-iwa Goseumdochi,"Historical, Military",TV,Unknown,6.47,122,Neutral
16554,Dallyeola Majing-ga-X,"Mecha, Sci-Fi",Movie,1,4.13,94,Neutral
10887,Dame Oyaji,Comedy,TV,26,6.07,109,Neutral
8258,Damen&#039;s Walker,"Comedy, Romance",ONA,12,5.88,141,Neutral
17703,Danchi Tomoo,"Comedy, Seinen",TV,78,6.25,557,Neutral
31436,Danchi Tomoo: Natsuyasumi no Shukudai wa Owatta no ka yo? Tomoo,"Comedy, Seinen",Special,1,4.6,56,Neutral
14631,Dangerous Jiisan Ja,"Comedy, Kids",OVA,2,6.27,126,Neutral
23799,Dango San Kyoudai Attoiuma Gekijou,"Kids, Music",TV,50,7.3,74,Positive
32858,Dareka no Santa Claus,Music,Music,1,5.51,75,Neutral
30958,Daruma-chan,"Kids, Supernatural",OVA,5,5.0,42,Neutral
15971,Dasshutsu Gasshapon,"Historical, Sci-Fi",ONA,10,4.27,121,Neutral
16816,David and Goliath,"Adventure, Historical, Kids",Movie,1,4.5,80,Neutral
34060,Dead World,Horror,ONA,Unknown,3.89,302,Negative
30893,Deban Desu Yo! Onigirizu,Comedy,TV,6,4.0,163,Neutral
27551,Deko Boko Friends,"Comedy, Kids",TV,Unknown,7.14,61,Positive
23189,Dekoboko Shin Gachou: Meian no Shippai,Comedy,Movie,1,7.08,102,Positive
31644,Deniroo&#039;s Circus,Comedy,Special,1,3.57,69,Negative
23855,Dennou Sentai Voogie&#039;s★Angel Gaiden: Susume! Super★Angels!,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2,5.25,110,Neutral
17131,Dennou Sentai Voogie&#039;s★Angel: Forever and Ever,"Action, Comedy, Drama, Mecha, Sci-Fi",OVA,1,5.1,156,Neutral
7750,DigiGirl Pop!: Strawberry &amp; Pop Mix Flavor,"Comedy, Sci-Fi",TV,26,6.0,143,Neutral
9869,Din Dong,"Comedy, Parody",Special,1,5.18,80,Neutral
31746,Dochamon Junior,"Comedy, Kids",TV,16,5.09,85,Neutral
34207,Dochamon Junior 2,"Comedy, Kids",TV,Unknown,6.0,41,Neutral
19121,Doctor Chichibuyama,"Ecchi, Parody, Seinen",TV,2,6.15,152,Neutral
23801,Doctor Mambo &amp; Kaitou Jibako: Uchuu yori Ai wo Komete!!,"Adventure, Fantasy, Kids, Mystery, Sci-Fi",Special,1,5.67,62,Neutral
18317,Dodani,"Drama, School, Shounen, Slice of Life",Movie,1,5.14,59,Neutral
17665,Dohyou no Oni-tachi,"Drama, Historical, Sports",Movie,1,5.83,83,Neutral
3825,Dokaben,"Action, School, Shounen, Sports",TV,163,6.49,301,Neutral
15957,Dokachin,"Comedy, Kids",TV,26,5.62,84,Neutral
18327,Dokgotak Dasi Chajeun Maundeu,"Shounen, Sports",Movie,1,5.0,70,Neutral
16572,Dokgotak: Taeyang-eul Hyanghae Deonjyeola,Sports,Movie,1,5.5,72,Neutral
19437,Dokidoki Gakuen Kessen!! Youki Daimashiro,"Action, Fantasy, Magic",OVA,1,4.05,110,Neutral
18325,Dokkaebi Bangmang-I,"Action, Demons, Shounen",Movie,1,4.33,67,Neutral
18313,Dokkaebi Gamtu,"Action, Adventure, Demons, Fantasy, Shounen",Movie,1,3.58,79,Negative
21485,Dokkan! Robotendon,"Adventure, Kids, Slice of Life",TV,26,6.29,63,Neutral
13781,Dokkiri Doctor Special,"Comedy, Ecchi",Special,1,6.04,137,Neutral
9499,Dokushin Apartment Dokudamisou,"Comedy, Ecchi",OVA,3,5.64,162,Neutral
30034,Dolittle-sensei Monogatari,"Adventure, Kids",TV,13,6.5,57,Neutral
8879,Dolphin Ouji,"Action, Adventure, Kids, Sci-Fi",TV,3,5.58,127,Neutral
29713,Don&#039;t You Wish You Were Here?,Dementia,Movie,1,5.67,78,Neutral
18451,Don: Gokudou Suikoden,Drama,OVA,2,5.36,128,Neutral
11625,Donbe Monogatari,Kids,Special,1,5.67,107,Neutral
25193,Donguri Mori e,"Fantasy, Kids",OVA,1,4.25,55,Neutral
5916,Donguri no Ie,Drama,Movie,1,7.0,106,Positive
8451,Donguri to Yamaneko,Drama,OVA,1,6.35,229,Neutral
26301,Donguri to Yamaneko (1995),"Demons, Drama, Kids",OVA,1,5.0,54,Neutral
19901,Donkikko,"Comedy, Shounen",TV,21,6.75,71,Neutral
26199,Doolie Baenang-Yeohaeng,"Adventure, Kids",OVA,7,4.78,60,Neutral
2642,Dorami-chan: A Blue Straw Hat,"Fantasy, Kids",Movie,1,5.28,121,Neutral
2639,Dorami-chan: Hello Kyouryuu Kids!!,Fantasy,Movie,1,5.9,135,Neutral
2636,"Dorami-chan: Wow, The Kid Gang of Bandits",Fantasy,Movie,1,5.35,126,Neutral
6771,Dorimogu Daa!!,"Adventure, Fantasy, Kids",TV,49,6.98,179,Neutral
29349,Doron Coron,"Kids, Slice of Life",Movie,1,4.62,46,Neutral
24663,Dororonpa!,"Comedy, Slice of Life, Supernatural",TV,115,7.5,104,Positive
25299,Dosukoi! Wanpaku Dohyou,"Drama, Sports",Movie,1,5.25,53,Neutral
20077,Dotanba no Manners,"Comedy, Slice of Life",TV,283,6.75,75,Neutral
20083,Doteraman,"Comedy, Sci-Fi",TV,20,6.0,79,Neutral
29605,Double Hard,"Action, Martial Arts",ONA,Unknown,6.53,177,Neutral
27577,Doubutsu Dai Yakyuu Sen,Sports,Movie,1,5.67,68,Neutral
8478,Doubutsu Kankyou Kaigi,Kids,TV,20,5.68,151,Neutral
20009,Doubutsu Mura Monogatari,Kids,TV,100,6.92,98,Neutral
7498,Doubutsu Olympic Taikai,Comedy,Movie,1,4.51,149,Neutral
32422,Doukyuusei,"Kids, Music",Music,1,5.83,116,Neutral
31555,Doushitemo Eto ni Hairitai,Comedy,TV,13,6.79,155,Neutral
30935,Douwa Mondai to Jinken: Anata wa Dou Kangaemasuka,Drama,OVA,1,8.0,42,Positive
28367,Dr. Slump: Arale-chan &#039;92 Oshougatsu Special,"Comedy, Sci-Fi, Shounen, Shounen",Special,3,6.19,196,Neutral
30453,Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,"Comedy, Sci-Fi, Shounen",Special,1,7.11,152,Positive
30420,Dr. Slump: Arale-chan no Koutsuu Anzen,"Comedy, Sci-Fi, Shounen",Special,1,5.94,159,Neutral
28371,Dr. Slump: Arale-chan Penguin Mura Eiyuu Densetsu,"Comedy, Sci-Fi, Shounen",Special,1,6.97,198,Neutral
28369,Dr. Slump: Arale-chan Specials,"Comedy, Sci-Fi, Shounen",Special,2,6.84,220,Neutral
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,"Comedy, Sci-Fi, Shounen",Special,1,6.17,248,Neutral
30449,Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,"Comedy, Mecha, Sci-Fi, Shounen",Special,1,6.7,165,Neutral
17307,Dr. Typhoon,"Drama, Seinen, Sports",OVA,1,6.15,80,Neutral
31261,Drill,Dementia,Movie,1,3.4,106,Negative
29687,Duel Masters VSR,"Action, Adventure, Comedy, Shounen",TV,51,5.19,486,Neutral
32582,Duel Masters VSRF,"Action, Adventure, Comedy, Shounen",TV,Unknown,5.13,460,Neutral
32926,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,"Action, Adventure, Comedy, Shounen",Movie,1,4.25,108,Neutral
8179,Eagle Sam,"Comedy, Sports",TV,51,5.45,105,Neutral
20201,Easy Cooking Animation: Seishun no Shokutaku,Comedy,TV,25,5.2,87,Neutral
19907,Ecchan no Sensou,"Drama, Historical",Movie,1,7.17,100,Positive
28117,Echigo no Mukashibanashi: Attaten Ganoo,"Demons, Horror, Kids",OVA,1,4.33,73,Neutral
29431,Eddie the Fast Break,"Kids, Sports",TV,Unknown,6.11,67,Neutral
9028,Edokko Boy: Gatten Tasuke,"Comedy, Martial Arts, Police, Sports",TV,22,6.37,173,Neutral
16257,Efficus: Kono Omoi o Kimi ni...,Magic,OVA,2,4.93,116,Neutral
33062,Egao ni Dai Sekkin,"Kids, Music",Music,1,5.8,40,Neutral
20385,Eguchi Hisashi no Kotobuki Gorou Show,"Comedy, Ecchi, Parody",OVA,4,6.0,311,Neutral
5554,Eguchi Hisashi no Nantoka Narudesho!,"Parody, Shoujo, Sports",OVA,1,5.32,246,Neutral
28087,Ehon Yose,"Historical, Horror, Kids",TV,50,5.25,99,Neutral
29357,Eien,"Drama, Fantasy, Music",Music,1,5.11,69,Neutral
6517,Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,Kids,Movie,1,6.56,203,Neutral
27369,Eigo de Asobo: Tanken Goblin Tou,"Adventure, Comedy, Fantasy, Kids",TV,100,5.0,53,Neutral
32010,"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu","Comedy, Slice of Life",Special,1,6.46,95,Neutral
19943,Eikou e no Spur: Igaya Chiharu Monogatari,"Drama, Historical, Sports",Movie,1,6.67,80,Neutral
23615,Eiyuu Banka Koushi-den,"Adventure, Drama, Historical, Romance",OVA,1,6.44,101,Neutral
6267,Eko Eko Azarak,"Fantasy, Horror, Magic",OVA,1,5.78,246,Neutral
30026,Ekubo Ouji,"Comedy, Kids",TV,50,6.5,39,Neutral
3243,Elec-king The Animation,Comedy,TV,13,6.55,96,Neutral
33986,Elite Banana Banao,"Comedy, Parody, Slice of Life",ONA,Unknown,6.29,72,Neutral
24985,Elite Jack!!,"School, Shoujo",OVA,Unknown,5.29,141,Neutral
6593,Elmer no Bouken: My Father&#039;s Dragon,"Adventure, Fantasy, Kids",OVA,1,6.44,125,Neutral
29423,En En Nikoli,"Adventure, Kids, Music",Special,3,5.4,40,Neutral
15137,Entotsuya Peroo,Kids,Movie,1,4.6,150,Neutral
34119,Escalator-jou no Hokou no Kiken-sei,Drama,Special,1,3.33,37,Negative
10000,Esper Mami Special: My Angel Mami-chan,"Comedy, Super Power, Supernatural",Special,1,6.52,148,Neutral
30193,Eun-sil-i,Drama,Movie,1,5.81,163,Neutral
16818,Eunhahamdae Jiguho,"Action, Adventure, Kids, Sci-Fi, Space",Movie,1,3.6,83,Negative
18307,Eunhajeonseol Tera,"Action, Adventure, Sci-Fi, Shounen, Space",Movie,1,3.79,89,Negative
26209,Examurai Sengoku Recap,"Action, Samurai",Special,1,5.0,108,Neutral
33114,Experiment,Dementia,Movie,1,4.0,60,Neutral
34140,Eyedrops,Space,ONA,4,4.83,65,Neutral
29395,Fafa Movie,Slice of Life,ONA,2,3.81,91,Negative
29961,Feng Ji Yun Nu,"Action, Martial Arts",OVA,1,4.76,115,Neutral
33792,Feng Shu Zhan Jing 2,"Adventure, Kids, Mecha",TV,26,8.0,24,Positive
33759,Feng Wei Ying Xiong,"Action, Fantasy",ONA,12,7.19,53,Positive
18443,Field ni Soyogu Kaze,"Shounen, Sports",OVA,1,5.23,80,Neutral
19997,Fight Da!! Pyuta,"Action, Comedy, Sci-Fi, Shounen",TV,26,6.0,78,Neutral
24679,Flanders no Inu Specials,"Drama, Slice of Life",Special,2,5.76,139,Neutral
29987,Flicker Love No.1,Dementia,Movie,1,4.91,57,Neutral
32691,Flowering Heart,"Kids, Magic",TV,26,5.24,291,Neutral
33536,Fly,Fantasy,ONA,1,3.73,47,Negative
16748,"Fly, Space Battleship Geobukseon","Action, Sci-Fi, Shounen, Space",Movie,1,4.11,94,Neutral
29857,Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,Drama,Special,1,4.52,64,Neutral
8749,Forestry,Comedy,Special,1,4.45,124,Neutral
29379,Form of Stress,Mecha,Movie,1,3.75,44,Negative
18005,Forza! Hidemaru,Sports,TV,26,6.44,102,Neutral
32058,Four Seasons: Fuuka to Nanami,Cars,ONA,1,4.52,162,Neutral
23967,Fox Wood Monogatari,"Adventure, Kids",OVA,3,7.44,67,Positive
30010,Frame Arms: A Violent Struggle,Mecha,OVA,1,4.22,234,Neutral
26347,From Osaka with Cheer!,Slice of Life,ONA,4,4.33,109,Neutral
30173,Fruity Samurai,"Action, Comedy, Historical, Samurai",TV,13,5.52,134,Neutral
30071,Frypan Jiisan,"Adventure, Kids",Movie,1,4.7,78,Neutral
23983,Fuichin-san,"Drama, Historical, Kids, Shoujo",OVA,1,6.6,50,Neutral
19899,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,"Adventure, Sci-Fi, Shounen, Space",OVA,11,6.25,91,Neutral
19533,Fujiko Fujio A no Mumako,"Horror, Supernatural",OVA,1,5.35,96,Neutral
10533,Fujilog,Comedy,TV,13,5.75,275,Neutral
33864,Fujilog (ONA),"Comedy, Music",ONA,2,3.58,42,Negative
10997,Fujilog 2nd Season,Comedy,TV,13,5.72,165,Neutral
33872,Fujinkoron-senpai,Comedy,ONA,1,4.4,64,Neutral
30163,Fuki to Hiyoko,"Kids, Music",Music,1,5.07,89,Neutral
23973,Fuku-chan,"Kids, Slice of Life",TV,71,5.0,56,Neutral
23969,Fuku-chan no Kishuu,"Comedy, Historical",Movie,1,6.67,77,Neutral
23971,Fuku-chan no Zousan Butai,"Comedy, Historical",Movie,1,7.4,68,Positive
29923,Fukusuke,,Movie,1,4.69,103,Neutral
23975,Fukuyama Gekijou: Natsu no Himitsu,"Fantasy, Kids",OVA,1,6.5,61,Neutral
30342,Funassyi no Funafunafuna Biyori,"Comedy, Kids, Slice of Life",TV,130,6.86,123,Neutral
30556,Funassyi to Yukaina Kyoudai,"Comedy, Kids",ONA,Unknown,4.8,57,Neutral
22345,Funny Pets 2nd Season,Comedy,TV,12,3.92,77,Negative
20093,Furiten-kun,"Comedy, Seinen, Slice of Life",Movie,1,6.56,67,Neutral
20095,Furiten-kun (1990),"Comedy, Seinen, Slice of Life",OVA,2,6.25,60,Neutral
8218,Fushigi na Elevator,Fantasy,Movie,1,5.71,251,Neutral
33659,Fushigi na Somera-chan Special,"Comedy, Magic, Slice of Life",Special,1,5.15,444,Neutral
29919,Fushigi na Taiko,Kids,Movie,1,5.24,124,Neutral
